Name,Pokedex Number,Types,Height,Weight,Abilities,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,BST,Moves
Teddiursa,0216,['Normal'],0.6 m (2′00″),8.8 kg (19.4 lbs),"['Pickup', 'Quick Feet', 'Honey Gather']",60,80,50,50,50,40,330,"{'Shadow Claw', 'Seed Bomb', 'Rest', 'Avalanche', 'Dig', 'Crunch', 'Low Kick', 'Fire Punch', 'Hyper Voice', 'Seismic Toss', 'Metal Claw', 'Payback', 'Thief', 'Sunny Day', 'Brick Break', 'Bulk Up', 'Thunder Punch', 'Rock Tomb', 'Close Combat', 'Thrash', 'Baby-Doll Eyes', 'Rock Slide', 'Belly Drum', 'Facade', 'Sleep Talk', 'Earthquake', 'Aerial Ace', 'Fling', 'Smack Down', 'Swift', 'Covet', 'Double-Edge', 'Helping Hand', 'Cross Chop', 'Ice Punch', 'Taunt', 'Tera Blast', 'Lick', 'Sweet Scent', 'Bulldoze', 'Counter', 'Focus Punch', 'Body Slam', 'Night Slash', 'Fake Tears', 'Endure', 'Substitute', 'Snore', 'Slash', 'Play Nice', 'Rain Dance', 'Gunk Shot', 'Yawn', 'Protect', 'Take Down', 'Charm', 'Scratch', 'Fury Cutter', 'Fury Swipes', 'Trailblaze', 'Play Rough', 'Metronome', 'Swords Dance', 'Uproar'}"
Ursaring,0217,['Normal'],1.8 m (5′11″),125.8 kg (277.3 lbs),"['Guts', 'Quick Feet', 'Unnerve']",90,130,75,75,75,55,500,"{'High Horsepower', 'Shadow Claw', 'Seed Bomb', 'Rest', 'Avalanche', 'Dig', 'Crunch', 'Low Kick', 'Fire Punch', 'Leer', 'Seismic Toss', 'Hammer Arm', 'Payback', 'Metal Claw', 'Thief', 'Sunny Day', 'Brick Break', 'Bulk Up', 'Rock Tomb', 'Thunder Punch', 'Stone Edge', 'Giga Impact', 'Close Combat', 'Hyper Beam', 'Thrash', 'Rock Slide', 'Belly Drum', 'Facade', 'Sleep Talk', 'Earthquake', 'Throat Chop', 'Aerial Ace', 'Scary Face', 'Fling', 'Smack Down', 'Swift', 'Covet', 'Double-Edge', 'Helping Hand', 'Cross Chop', 'Ice Punch', 'Taunt', 'Tera Blast', 'Lick', 'Sweet Scent', 'Bulldoze', 'Counter', 'Focus Punch', 'Body Slam', 'Night Slash', 'Fake Tears', 'Endure', 'Substitute', 'Snore', 'Slash', 'Play Nice', 'Rain Dance', 'Gunk Shot', 'Stomping Tantrum', 'Hyper Voice', 'Yawn', 'Protect', 'Take Down', 'Charm', 'Scratch', 'Fury Cutter', 'Fury Swipes', 'Trailblaze', 'Play Rough', 'Metronome', 'Swords Dance', 'Uproar'}"
Slugma,0218,['Fire'],0.7 m (2′04″),35.0 kg (77.2 lbs),"['Magma Armor', 'Flame Body', 'Weak Armor']",40,40,40,70,40,20,250,"{'Flame Charge', 'High Horsepower', 'Curse', 'Iron Defense', 'Rest', 'Pain Split', 'Recover', 'Heat Wave', 'Will-O-Wisp', 'Sunny Day', 'Reflect', 'Stone Edge', 'Guard Swap', 'Rock Tomb', 'Overheat', 'Ancient Power', 'Acid Armor', 'Power Gem', 'Rock Slide', 'Facade', 'Amnesia', 'Sleep Talk', 'Earthquake', 'Incinerate', 'Fire Blast', 'Clear Smog', 'Earth Power', 'Smack Down', 'Lava Plume', 'Stealth Rock', 'Heat Crash', 'Rollout', 'Tera Blast', 'Smokescreen', 'Harden', 'Bulldoze', 'Mud Shot', 'Rock Blast', 'Body Slam', 'Smog', 'Endure', 'Memento', 'Substitute', 'Stockpile', 'Temper Flare', 'Sandstorm', 'Light Screen', 'Yawn', 'Rock Throw', 'Flamethrower', 'Protect', 'Fire Spin', 'Take Down', 'Mud-Slap', 'Inferno', 'Ember'}"
Magcargo,0219,"['Fire', 'Rock']",0.8 m (2′07″),55.0 kg (121.3 lbs),"['Magma Armor', 'Flame Body', 'Weak Armor']",60,50,120,90,80,30,430,"{'Flame Charge', 'Shell Smash', 'Curse', 'Iron Defense', 'Rest', 'Pain Split', 'Recover', 'Heat Wave', 'Giga Impact', 'Will-O-Wisp', 'Sunny Day', 'Burning Jealousy', 'Reflect', 'Stone Edge', 'Rock Tomb', 'Hyper Beam', 'Overheat', 'Ancient Power', 'Solar Beam', 'Power Gem', 'Rock Slide', 'Facade', 'Amnesia', 'Sleep Talk', 'Earthquake', 'Incinerate', 'Fire Blast', 'Clear Smog', 'Earth Power', 'Smack Down', 'Lava Plume', 'Stealth Rock', 'Heat Crash', 'Tera Blast', 'Harden', 'Bulldoze', 'Mud Shot', 'Rock Blast', 'Body Slam', 'Smog', 'Endure', 'Substitute', 'Temper Flare', 'Sandstorm', 'Light Screen', 'Stomping Tantrum', 'Rock Throw', 'Yawn', 'Flamethrower', 'Protect', 'Fire Spin', 'Flare Blitz', 'Take Down', 'Sand Tomb', 'Gyro Ball', 'Mud-Slap', 'Scorching Sands', 'Ember'}"
Swinub,0220,"['Ice', 'Ground']",0.4 m (1′04″),6.5 kg (14.3 lbs),"['Oblivious', 'Snow Cloak', 'Thick Fat']",50,50,40,30,30,50,250,set()
Piloswine,0221,"['Ice', 'Ground']",1.1 m (3′07″),55.8 kg (123.0 lbs),"['Oblivious', 'Snow Cloak', 'Thick Fat']",100,100,80,60,60,50,450,set()
Corsola,0222,"['Water', 'Rock']",0.6 m (2′00″),5.0 kg (11.0 lbs),"['Hustle', 'Natural Cure', 'Regenerator']",65,55,95,65,95,35,410,"{'Ingrain', 'Calm Mind', 'Confuse Ray', 'Water Gun', 'Water Pulse', 'Curse', 'Rock Smash', 'Dig', 'Rest', 'Recover', 'Hail', 'Sunny Day', 'Reflect', 'Stone Edge', 'Rock Tomb', 'Ancient Power', 'Power Gem', 'Rock Slide', 'Ice Beam', 'Scald', 'Liquidation', 'Amnesia', 'Facade', 'Earthquake', 'Blizzard', 'Sleep Talk', 'Strength', 'Life Dew', 'Head Smash', 'Icicle Spear', 'Screech', 'Double Team', 'Bubble Beam', 'Earth Power', 'Attract', 'Psychic', 'Stealth Rock', 'Mist', 'Swagger', 'Harden', 'Bulldoze', 'Flail', 'Endure', 'Substitute', 'Aqua Ring', 'Brine', 'Surf', 'Rain Dance', 'Sandstorm', 'Light Screen', 'Rock Polish', 'Protect', 'Shadow Ball', 'Explosion', 'Safeguard', 'Tackle', 'Nature Power', 'Mirror Coat'}"
Remoraid,0223,['Water'],0.6 m (2′00″),12.0 kg (26.5 lbs),"['Hustle', 'Sniper', 'Moody']",35,65,35,65,35,65,300,"{'Psychic', 'Acid Spray', 'Icy Wind', 'Focus Energy', 'Charge Beam', 'Hydro Pump', 'Water Pulse', 'Ice Beam', 'Rest', 'Hyper Beam', 'Bubble', 'Swift'}"
Octillery,0224,['Water'],0.9 m (2′11″),28.5 kg (62.8 lbs),"['Suction Cups', 'Sniper', 'Moody']",75,105,75,105,75,45,480,"{'Psychic', 'Octazooka', 'Acid Spray', 'Icy Wind', 'Sludge Bomb', 'Energy Ball', 'Focus Energy', 'Charge Beam', 'Hydro Pump', 'Water Pulse', 'Ice Beam', 'Flamethrower', 'Flash Cannon', 'Rest', 'Giga Impact', 'Hyper Beam', 'Bubble', 'Swift'}"
Delibird,0225,"['Ice', 'Flying']",0.9 m (2′11″),16.0 kg (35.3 lbs),"['Vital Spirit', 'Hustle', 'Insomnia']",45,55,45,65,45,75,330,"{'Air Cutter', 'Quick Attack', 'Dual Wingbeat', 'Drill Run', 'Brave Bird', 'Splash', 'Water Pulse', 'Seed Bomb', 'Avalanche', 'Rest', 'Freeze-Dry', 'Thief', 'Giga Impact', 'Brick Break', 'Aurora Beam', 'Hyper Beam', 'Tailwind', 'Endeavor', 'Triple Axel', 'Air Slash', 'Snowscape', 'Spikes', 'Ice Beam', 'Facade', 'Sleep Talk', 'Foul Play', 'Blizzard', 'Destiny Bond', 'Aerial Ace', 'Reversal', 'Icicle Spear', 'Fling', 'Ice Shard', 'Swift', 'Rapid Spin', 'Icy Wind', 'Ice Punch', 'Helping Hand', 'Tera Blast', 'Drill Peck', 'Counter', 'Focus Punch', 'Body Slam', 'Feather Dance', 'Endure', 'Memento', 'Substitute', 'Ice Spinner', 'Fake Out', 'Acrobatics', 'Rain Dance', 'Chilling Water', 'Fly', 'Gunk Shot', 'Present', 'Protect', 'Agility', 'Weather Ball', 'Aurora Veil', 'Take Down', 'Haze', 'Baton Pass', 'Trailblaze'}"
Mantine,0226,"['Water', 'Flying']",2.1 m (6′11″),220.0 kg (485.0 lbs),"['Swift Swim', 'Water Absorb', 'Water Veil']",85,40,70,80,140,70,485,set()
Skarmory,0227,"['Steel', 'Flying']",1.7 m (5′07″),50.5 kg (111.3 lbs),"['Keen Eye', 'Sturdy', 'Weak Armor']",65,80,140,40,70,70,465,"{'Air Cutter', 'Dual Wingbeat', 'Brave Bird', 'Drill Run', 'Sand Attack', 'Curse', 'Fury Attack', 'Iron Defense', 'Rest', 'Iron Head', 'Leer', 'X-Scissor', 'Metal Claw', 'Thief', 'Giga Impact', 'Sunny Day', 'Hyper Beam', 'Tailwind', 'Rock Tomb', 'Feint', 'Air Slash', 'Roar', 'Spikes', 'Rock Slide', 'Facade', 'Sleep Talk', 'Aerial Ace', 'Reversal', 'Peck', 'Swift', 'Hurricane', 'Stealth Rock', 'Icy Wind', 'Taunt', 'Tera Blast', 'Drill Peck', 'Whirlwind', 'Night Slash', 'Steel Beam', 'Sky Attack', 'Endure', 'Substitute', 'Dark Pulse', 'Steel Wing', 'Slash', 'Wing Attack', 'Fly', 'Sandstorm', 'Roost', 'Protect', 'Agility', 'Flash Cannon', 'Take Down', 'Sand Tomb', 'Metal Sound', 'Body Press', 'Payback', 'Swords Dance'}"
Houndour,0228,"['Dark', 'Fire']",0.6 m (2′00″),10.8 kg (23.8 lbs),"['Early Bird', 'Flash Fire', 'Unnerve']",45,60,30,80,50,65,330,set()
Houndoom,0229,"['Dark', 'Fire']",1.4 m (4′07″),35.0 kg (77.2 lbs),"['Early Bird', 'Flash Fire', 'Unnerve']",75,90,50,110,80,95,500,set()
Kingdra,0230,"['Water', 'Dragon']",1.8 m (5′11″),152.0 kg (335.1 lbs),"['Swift Swim', 'Sniper', 'Damp']",75,95,95,95,95,85,540,"{'Draco Meteor', 'Scale Shot', 'Flip Turn', 'Water Gun', 'Hydro Pump', 'Water Pulse', 'Dragon Dance', 'Rest', 'Iron Head', 'Leer', 'Giga Impact', 'Hyper Beam', 'Whirlpool', 'Snowscape', 'Ice Beam', 'Scald', 'Dragon Breath', 'Facade', 'Sleep Talk', 'Liquidation', 'Blizzard', 'Scary Face', 'Bubble Beam', 'Muddy Water', 'Swift', 'Hurricane', 'Double-Edge', 'Icy Wind', 'Focus Energy', 'Tera Blast', 'Smokescreen', 'Body Slam', 'Waterfall', 'Endure', 'Substitute', 'Surf', 'Twister', 'Rain Dance', 'Chilling Water', 'Dragon Pulse', 'Yawn', 'Protect', 'Agility', 'Flash Cannon', 'Weather Ball', 'Take Down', 'Outrage', 'Wave Crash', 'Breaking Swipe'}"
Phanpy,0231,['Ground'],0.5 m (1′08″),33.5 kg (73.9 lbs),"['Pickup', 'Sand Veil']",90,60,60,40,40,40,330,"{'High Horsepower', 'Seed Bomb', 'Curse', 'Dig', 'Rest', 'Iron Head', 'Hyper Voice', 'Knock Off', 'Thief', 'Sunny Day', 'Endeavor', 'Stone Edge', 'Rock Tomb', 'Fissure', 'Slam', 'Ancient Power', 'Heavy Slam', 'Growl', 'Roar', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Head Smash', 'Earth Power', 'Smack Down', 'Ice Shard', 'Stealth Rock', 'Double-Edge', 'Helping Hand', 'Rollout', 'Focus Energy', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Flail', 'Counter', 'Body Slam', 'Defense Curl', 'Endure', 'Snore', 'Substitute', 'Rain Dance', 'Gunk Shot', 'Sandstorm', 'Stomping Tantrum', 'Protect', 'Tackle', 'Take Down', 'Charm', 'Encore', 'Mud-Slap', 'Sand Tomb', 'Trailblaze', 'Play Rough', 'Last Resort'}"
Donphan,0232,['Ground'],1.1 m (3′07″),120.0 kg (264.6 lbs),"['Sturdy', 'Sand Veil']",90,120,120,60,60,50,500,"{'High Horsepower', 'Smart Strike', 'Seed Bomb', 'Curse', 'Fury Attack', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Knock Off', 'Hyper Voice', 'Giga Impact', 'Thief', 'Sunny Day', 'Endeavor', 'Stone Edge', 'Rock Tomb', 'Hyper Beam', 'Fissure', 'Slam', 'Ancient Power', 'Heavy Slam', 'Growl', 'Roar', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Throat Chop', 'Head Smash', 'Scary Face', 'Earth Power', 'Smack Down', 'Ice Shard', 'Stealth Rock', 'Rapid Spin', 'Helping Hand', 'Double-Edge', 'Rollout', 'Focus Energy', 'Tera Blast', 'Horn Attack', 'Bulldoze', 'Mud Shot', 'Counter', 'Body Slam', 'Thunder Fang', 'Defense Curl', 'Endure', 'Snore', 'Substitute', 'Ice Spinner', 'Poison Jab', 'Rain Dance', 'Gunk Shot', 'Assurance', 'Fire Fang', 'Sandstorm', 'Stomping Tantrum', 'Protect', 'Encore', 'Take Down', 'Charm', 'Sand Tomb', 'Mud-Slap', 'Gyro Ball', 'Ice Fang', 'Body Press', 'Trailblaze', 'Play Rough'}"
Porygon2,0233,['Normal'],0.6 m (2′00″),32.5 kg (71.7 lbs),"['Trace', 'Download', 'Analytic']",85,80,90,105,95,60,515,"{'Charge Beam', 'Tri Attack', 'Conversion 2', 'Rest', 'Recover', 'Thief', 'Giga Impact', 'Sunny Day', 'Hyper Beam', 'Solar Beam', 'Conversion', 'Zap Cannon', 'Ice Beam', 'Facade', 'Sleep Talk', 'Discharge', 'Thunder Shock', 'Foul Play', 'Thunderbolt', 'Blizzard', 'Psyshock', 'Swift', 'Psychic', 'Double-Edge', 'Icy Wind', 'Tera Blast', 'Zen Headbutt', 'Lock-On', 'Eerie Impulse', 'Trick Room', 'Defense Curl', 'Endure', 'Substitute', 'Electroweb', 'Rain Dance', 'Trick', 'Gravity', 'Magnet Rise', 'Protect', 'Agility', 'Shadow Ball', 'Recycle', 'Tackle', 'Psybeam', 'Take Down', 'Thunder', 'Charge', 'Thunder Wave'}"
Stantler,0234,['Normal'],1.4 m (4′07″),71.2 kg (157.0 lbs),"['Intimidate', 'Frisk', 'Sap Sipper']",73,95,62,85,65,85,465,set()
Smeargle,0235,['Normal'],1.2 m (3′11″),58.0 kg (127.9 lbs),"['Own Tempo', 'Technician', 'Moody']",55,20,35,20,45,75,250,{'Sketch'}
Tyrogue,0236,['Fighting'],0.7 m (2′04″),21.0 kg (46.3 lbs),"['Guts', 'Steadfast', 'Vital Spirit']",35,35,35,35,35,35,210,"{'High Jump Kick', 'Rest', 'Low Kick', 'Thief', 'Bulk Up', 'Sunny Day', 'Brick Break', 'Feint', 'Bullet Punch', 'Rock Slide', 'Facade', 'Sleep Talk', 'Upper Hand', 'Swift', 'Rapid Spin', 'Helping Hand', 'Focus Energy', 'Tera Blast', 'Bulldoze', 'Counter', 'Body Slam', 'Endure', 'Substitute', 'Fake Out', 'Rain Dance', 'Low Sweep', 'Protect', 'Mach Punch', 'Vacuum Wave', 'Tackle', 'Take Down', 'Uproar'}"
Hitmontop,0237,['Fighting'],1.4 m (4′07″),48.0 kg (105.8 lbs),"['Intimidate', 'Technician', 'Steadfast']",50,95,95,35,110,70,455,"{'Sucker Punch', 'Quick Attack', 'Wide Guard', 'Drill Run', 'Quick Guard', 'Dig', 'Rest', 'Coaching', 'Low Kick', 'Thief', 'Bulk Up', 'Sunny Day', 'Brick Break', 'Endeavor', 'Stone Edge', 'Giga Impact', 'Triple Axel', 'Feint', 'Close Combat', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Upper Hand', 'Aerial Ace', 'Reversal', 'Triple Kick', 'Swift', 'Rapid Spin', 'Helping Hand', 'Double-Edge', 'Focus Energy', 'Tera Blast', 'Bulldoze', 'Counter', 'Body Slam', 'Focus Blast', 'Endure', 'Substitute', 'Ice Spinner', 'Fake Out', 'Rain Dance', 'Sandstorm', 'Low Sweep', 'Protect', 'Agility', 'Vacuum Wave', 'Tackle', 'Detect', 'Take Down', 'Gyro Ball', 'Baton Pass', 'Uproar'}"
Smoochum,0238,"['Ice', 'Psychic']",0.4 m (1′04″),6.0 kg (13.2 lbs),"['Oblivious', 'Forewarn', 'Hydration']",45,30,15,85,65,65,305,"{'Calm Mind', 'Pound', 'Water Pulse', 'Rest', 'Avalanche', 'Hail', 'Thief', 'Reflect', 'Wish', 'Ice Beam', 'Facade', 'Sleep Talk', 'Blizzard', 'Skill Swap', 'Nasty Plot', 'Flash', 'Double Team', 'Fling', 'Attract', 'Covet', 'Psychic', 'Role Play', 'Psych Up', 'Ice Punch', 'Confusion', 'Swagger', 'Mean Look', 'Lick', 'Sing', 'Perish Song', 'Fake Tears', 'Trick Room', 'Endure', 'Substitute', 'Grass Knot', 'Fake Out', 'Rain Dance', 'Powder Snow', 'Copycat', 'Light Screen', 'Protect', 'Shadow Ball', 'Recycle', 'Dream Eater', 'Payback', 'Sweet Kiss'}"
Elekid,0239,['Electric'],0.6 m (2′00″),23.5 kg (51.8 lbs),"['Static', 'Vital Spirit']",45,63,37,65,55,95,360,"{'Quick Attack', 'Supercell Slam', 'Charge Beam', 'Dynamic Punch', 'Rest', 'Knock Off', 'Low Kick', 'Fire Punch', 'Leer', 'Charge', 'Hammer Arm', 'Thunder Punch', 'Thief', 'Shock Wave', 'Brick Break', 'Electro Ball', 'Feint', 'Facade', 'Sleep Talk', 'Discharge', 'Thunder Shock', 'Thunderbolt', 'Volt Switch', 'Screech', 'Fling', 'Swift', 'Psychic', 'Double-Edge', 'Helping Hand', 'Cross Chop', 'Ice Punch', 'Taunt', 'Tera Blast', 'Electric Terrain', 'Focus Punch', 'Body Slam', 'Eerie Impulse', 'Focus Blast', 'Endure', 'Substitute', 'Electroweb', 'Rain Dance', 'Light Screen', 'Protect', 'Thunder', 'Take Down', 'Metal Sound', 'Trailblaze', 'Follow Me', 'Uproar', 'Thunder Wave', 'Wild Charge'}"
Magby,0240,['Fire'],0.7 m (2′04″),21.4 kg (47.2 lbs),"['Flame Body', 'Vital Spirit']",45,75,37,70,55,83,365,"{'Flame Charge', 'Confuse Ray', 'Dynamic Punch', 'Curse', 'Rest', 'Fire Punch', 'Low Kick', 'Leer', 'Heat Wave', 'Thief', 'Thunder Punch', 'Sunny Day', 'Brick Break', 'Will-O-Wisp', 'Burning Jealousy', 'Acid Spray', 'Overheat', 'Belly Drum', 'Facade', 'Sleep Talk', 'Flame Wheel', 'Fire Blast', 'Clear Smog', 'Scary Face', 'Fling', 'Lava Plume', 'Psychic', 'Double-Edge', 'Helping Hand', 'Cross Chop', 'Tera Blast', 'Smokescreen', 'Focus Punch', 'Body Slam', 'Smog', 'Endure', 'Substitute', 'Temper Flare', 'Poison Jab', 'Flamethrower', 'Protect', 'Mach Punch', 'Fire Spin', 'Flare Blitz', 'Take Down', 'Belch', 'Ember', 'Follow Me'}"
Miltank,0241,['Normal'],1.2 m (3′11″),75.5 kg (166.4 lbs),"['Thick Fat', 'Scrappy', 'Sap Sipper']",95,80,105,40,70,100,490,set()
Blissey,0242,['Normal'],1.5 m (4′11″),46.8 kg (103.2 lbs),"['Natural Cure', 'Serene Grace', 'Healer']",255,10,10,75,135,55,540,"{'Pound', 'Seismic Toss', 'Thief', 'Brick Break', 'Earthquake', 'Echoed Voice', 'Fling', 'Stealth Rock', 'Double-Edge', 'Tera Blast', 'Bulldoze', 'Zen Headbutt', 'Sing', 'Focus Blast', 'Endure', 'Copycat', 'Electric Terrain', 'Metronome', 'Sweet Kiss', 'Fire Punch', 'Thunder Punch', 'Hyper Beam', 'Endeavor', 'Rock Slide', 'Sleep Talk', 'Blizzard', 'Helping Hand', 'Alluring Voice', 'Rain Dance', 'Gravity', 'Trick', 'Chilling Water', 'Light Screen', 'Stomping Tantrum', 'Shadow Ball', 'Take Down', 'Charm', 'Trailblaze', 'Thunder Wave', 'Calm Mind', 'Water Pulse', 'Avalanche', 'Rest', 'Hyper Voice', 'Disarming Voice', 'Sunny Day', 'Rock Tomb', 'Heal Pulse', 'Skill Swap', 'Thunderbolt', 'Swift', 'Psychic', 'Icy Wind', 'Psych Up', 'Focus Punch', 'Body Slam', 'Heal Bell', 'Sandstorm', 'Present', 'Healing Wish', 'Thunder', 'Stored Power', 'Tail Whip', 'Giga Impact', 'Solar Beam', 'Ice Beam', 'Facade', 'Drain Punch', 'Life Dew', 'Fire Blast', 'Covet', 'Dazzling Gleam', 'Ice Punch', 'Soft-Boiled', 'Defense Curl', 'Substitute', 'Grass Knot', 'Flamethrower', 'Protect', 'Snowscape', 'Last Resort', 'Wild Charge'}"
Raikou,0243,['Electric'],1.9 m (6′03″),178.0 kg (392.4 lbs),"['Pressure', 'Inner Focus']",90,85,75,115,100,115,580,"{'Quick Attack', 'Supercell Slam', 'Calm Mind', 'Charge Beam', 'Rest', 'Iron Head', 'Crunch', 'Electro Ball', 'Leer', 'Aura Sphere', 'Giga Impact', 'Sunny Day', 'Reflect', 'Hyper Beam', 'Roar', 'Zap Cannon', 'Bite', 'Scald', 'Facade', 'Sleep Talk', 'Discharge', 'Thunder Shock', 'Volt Switch', 'Thunderbolt', 'Throat Chop', 'Scary Face', 'Snarl', 'Swift', 'Double-Edge', 'Helping Hand', 'Tera Blast', 'Electric Terrain', 'Body Slam', 'Thunder Fang', 'Eerie Impulse', 'Extreme Speed', 'Endure', 'Substitute', 'Electroweb', 'Howl', 'Rain Dance', 'Sandstorm', 'Light Screen', 'Protect', 'Spark', 'Agility', 'Shadow Ball', 'Thunder', 'Weather Ball', 'Take Down', 'Mud-Slap', 'Trailblaze', 'Extrasensory', 'Charge', 'Thunder Wave', 'Wild Charge'}"
Entei,0244,['Fire'],2.1 m (6′11″),198.0 kg (436.5 lbs),"['Pressure', 'Inner Focus']",115,115,85,90,75,100,580,"{'Sacred Fire', 'Flame Charge', 'Calm Mind', 'Dig', 'Rest', 'Stomp', 'Crunch', 'Iron Head', 'Leer', 'Heat Wave', 'Giga Impact', 'Will-O-Wisp', 'Sunny Day', 'Hyper Beam', 'Stone Edge', 'Overheat', 'Solar Beam', 'Roar', 'Bite', 'Facade', 'Sleep Talk', 'Reversal', 'Flame Wheel', 'Fire Blast', 'Scary Face', 'Snarl', 'Lava Plume', 'Swift', 'Swagger', 'Helping Hand', 'Double-Edge', 'Tera Blast', 'Smokescreen', 'Bulldoze', 'Body Slam', 'Extreme Speed', 'Endure', 'Substitute', 'Rain Dance', 'Fire Fang', 'Sandstorm', 'Stomping Tantrum', 'Fire Spin', 'Protect', 'Agility', 'Shadow Ball', 'Flamethrower', 'Flare Blitz', 'Weather Ball', 'Take Down', 'Scorching Sands', 'Ember', 'Eruption', 'Trailblaze', 'Extrasensory'}"
Suicune,0245,['Water'],2.0 m (6′07″),187.0 kg (412.3 lbs),"['Pressure', 'Inner Focus']",100,75,115,90,115,85,580,"{'Calm Mind', 'Water Gun', 'Hydro Pump', 'Water Pulse', 'Avalanche', 'Rest', 'Iron Head', 'Crunch', 'Gust', 'Leer', 'Giga Impact', 'Hyper Beam', 'Tailwind', 'Whirlpool', 'Air Slash', 'Roar', 'Snowscape', 'Bite', 'Ice Beam', 'Scald', 'Facade', 'Sleep Talk', 'Liquidation', 'Blizzard', 'Snarl', 'Sheer Cold', 'Swift', 'Mist', 'Icy Wind', 'Helping Hand', 'Double-Edge', 'Tera Blast', 'Body Slam', 'Extreme Speed', 'Waterfall', 'Endure', 'Substitute', 'Surf', 'Rain Dance', 'Chilling Water', 'Sandstorm', 'Protect', 'Agility', 'Shadow Ball', 'Weather Ball', 'Take Down', 'Ice Fang', 'Trailblaze', 'Extrasensory', 'Mirror Coat'}"
Larvitar,0246,"['Rock', 'Ground']",0.6 m (2′00″),72.0 kg (158.7 lbs),"['Guts', 'Sand Veil']",50,64,50,45,50,41,300,"{'Spite', 'Curse', 'Iron Defense', 'Dragon Dance', 'Dig', 'Iron Head', 'Crunch', 'Stomp', 'Rest', 'Leer', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Hyper Beam', 'Stone Edge', 'Rock Tomb', 'Ancient Power', 'Thrash', 'Bite', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Screech', 'Scary Face', 'Smack Down', 'Snarl', 'Earth Power', 'Stealth Rock', 'Double-Edge', 'Helping Hand', 'Taunt', 'Focus Energy', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Rock Blast', 'Body Slam', 'Endure', 'Substitute', 'Dark Pulse', 'Rain Dance', 'Assurance', 'Sandstorm', 'Stomping Tantrum', 'Rock Throw', 'Protect', 'Tackle', 'Take Down', 'Sand Tomb', 'Mud-Slap', 'Outrage', 'Payback'}"
Pupitar,0247,"['Rock', 'Ground']",1.2 m (3′11″),152.0 kg (335.1 lbs),['Shed Skin'],70,84,70,65,70,51,410,"{'Spite', 'High Horsepower', 'Curse', 'Iron Defense', 'Dragon Dance', 'Dig', 'Iron Head', 'Crunch', 'Stomp', 'Rest', 'Leer', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Hyper Beam', 'Stone Edge', 'Rock Tomb', 'Ancient Power', 'Thrash', 'Bite', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Aerial Ace', 'Screech', 'Scary Face', 'Smack Down', 'Snarl', 'Earth Power', 'Stealth Rock', 'Double-Edge', 'Helping Hand', 'Taunt', 'Focus Energy', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Rock Blast', 'Body Slam', 'Endure', 'Substitute', 'Dark Pulse', 'Lash Out', 'Rain Dance', 'Assurance', 'Sandstorm', 'Stomping Tantrum', 'Rock Throw', 'Protect', 'Tackle', 'Take Down', 'Sand Tomb', 'Mud-Slap', 'Outrage', 'Payback'}"
Tyranitar,0248,"['Rock', 'Dark']",2.0 m (6′07″),202.0 kg (445.3 lbs),"['Sand Stream', 'Unnerve']",100,134,110,95,100,61,600,"{'Shadow Claw', 'Iron Defense', 'Low Kick', 'Leer', 'Brick Break', 'Thrash', 'Bite', 'Earthquake', 'Foul Play', 'Fling', 'Smack Down', 'Muddy Water', 'Stealth Rock', 'Double-Edge', 'Taunt', 'Tera Blast', 'Bulldoze', 'Focus Blast', 'Endure', 'Surf', 'Mud-Slap', 'Ice Fang', 'Body Press', 'Curse', 'Fire Punch', 'Thunder Punch', 'Hyper Beam', 'Stone Edge', 'Heavy Slam', 'Rock Slide', 'Sleep Talk', 'Blizzard', 'Helping Hand', 'Focus Energy', 'Thunder Fang', 'Rain Dance', 'Fire Fang', 'Dragon Pulse', 'Stomping Tantrum', 'Rock Throw', 'Take Down', 'Outrage', 'Thunder Wave', 'Breaking Swipe', 'Dragon Dance', 'Avalanche', 'Rest', 'Knock Off', 'Sunny Day', 'Rock Tomb', 'Thunderbolt', 'Hard Press', 'Dragon Tail', 'Screech', 'Scary Face', 'Icy Wind', 'Focus Punch', 'Body Slam', 'Dark Pulse', 'Sandstorm', 'Thunder', 'Payback', 'Spite', 'High Horsepower', 'Hydro Pump', 'Dig', 'Iron Head', 'Crunch', 'Stomp', 'Giga Impact', 'Ancient Power', 'Roar', 'Power Gem', 'Ice Beam', 'Facade', 'Aerial Ace', 'Fire Blast', 'Snarl', 'Earth Power', 'Ice Punch', 'Mud Shot', 'Rock Blast', 'Substitute', 'Lash Out', 'Assurance', 'Dragon Claw', 'Flamethrower', 'Protect', 'Tackle', 'Sand Tomb'}"
